"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"0500000US48021","Bastrop County, Texas","25975","1428","56508","7795","76.8","4.4","59781","10000","N","N","N","N","N","N","-","**","N","N","-","**","N","N","-","**","N","N","56990","10641","N","N","N","N","23.9","3.2","56241","11302","63.8","4.0","60631","10349","0.8","0.7","40709","33235","25.0","4.4","70454","14187","48.0","4.1","59014","8406","26.2","2.9","39353","10478","17430","1743","67571","8110","N","N","57316","22018","N","N","70917","12934","N","N","78631","13876","N","N","42858","18824","N","N","89688","101366","8545","1508","25741","7811","60.4","9.5","18958","10650","54.9","9.2","14894","10282","5.5","3.7","72598","66463","39.6","9.5","30807","4989","35.7","9.5","30530","6155","3.9","3.4","32232","61346","43.7","(X)","(X)","(X)","46.1","(X)","(X)","(X)","38.9","(X)","(X)","(X)",
"0500000US48027","Bell County, Texas","119985","2331","52275","2302","65.9","1.5","57074","3826","24.3","1.5","46850","7927","N","N","98374","74167","N","N","36729","15171","N","N","33659","10258","N","N","42088","32340","N","N","46534","9979","19.5","1.4","47368","8959","51.9","1.5","60311","3214","7.1","1.0","37802","6509","43.7","1.6","53534","4424","31.8","1.3","58328","6002","17.4","1.0","50525","4565","84324","3000","60695","2216","50.2","2.5","55984","4742","49.8","2.5","66032","3976","70.8","2.9","75004","2760","21.3","2.7","31398","5910","7.9","1.8","44324","9521","35661","3029","34138","7026","53.0","3.9","29821","2872","46.1","4.5","26915","2830","6.9","2.7","70006","18890","47.0","3.9","44400","5795","39.4","4.3","41261","8382","7.6","2.9","54127","25320","29.8","(X)","(X)","(X)","32.8","(X)","(X)","(X)","22.4","(X)","(X)","(X)",
"0500000US48029","Bexar County, Texas","628924","4705","53210","1108","80.0","0.7","55287","1182","8.3","0.4","45332","4365","N","N","31239","9728","2.6","0.2","71111","5329","N","N","46875","12316","6.2","0.5","41024","3791","2.2","0.3","50281","7195","52.6","0.7","46071","1117","35.3","0.6","70173","2542","4.3","0.4","29176","3841","37.1","0.6","54561","1541","37.4","0.6","63350","2878","21.2","0.4","42491","2417","420757","6920","63487","1845","48.0","1.1","58552","2527","52.0","1.1","68573","2245","67.9","1.2","78434","2606","24.7","1.0","35498","1871","7.4","0.7","50355","4352","208167","6786","35535","1200","50.6","1.7","31620","1846","42.8","1.6","27058","2292","7.9","0.9","54728","5928","49.4","1.7","38030","2832","39.4","1.6","35945","1243","10.0","1.1","50846","5108","36.3","(X)","(X)","(X)","37.0","(X)","(X)","(X)","33.1","(X)","(X)","(X)",
"0500000US48037","Bowie County, Texas","33031","1391","45997","4711","72.3","2.3","51306","3764","24.3","2.4","29945","5498","N","N","-","**","N","N","N","N","N","N","-","**","N","N","-","**","N","N","N","N","N","N","60155","26041","67.6","2.8","50840","4344","4.6","2.4","11389","6897","32.4","3.5","51261","8779","34.1","3.1","46898","11663","28.9","2.2","42222","7845","21000","1861","54805","7617","N","N","41606","4998","N","N","66816","15581","N","N","72830","8477","N","N","23409","6453","N","N","41955","9526","12031","1793","31405","4332","51.5","6.9","23812","2964","50.6","6.7","23875","3210","0.9","0.8","22708","24821","48.5","6.9","39743","8099","40.8","6.9","37258","7599","7.7","4.8","53889","45420","36.4","(X)","(X)","(X)","37.5","(X)","(X)","(X)","33.6","(X)","(X)","(X)",
"0500000US48039","Brazoria County, Texas","117168","2891","74799","4290","77.2","1.7","74113","4591","13.6","1.2","62833","18985","N","N","N","N","N","N","135625","34287","N","N","-","**","N","N","56134","11197","N","N","76167","29653","24.6","1.8","67991","6467","55.4","1.8","76843","6695","2.9","1.0","43594","19335","36.9","1.8","81243","6055","40.6","1.9","89609","5224","19.7","1.2","44242","4103","89001","3952","88670","4499","47.8","3.5","91346","4313","52.2","3.5","85959","5552","77.1","2.7","97697","6933","14.4","2.2","44106","7833","8.6","1.7","78151","16101","28167","3172","43053","6317","53.6","5.8","34853","9613","49.5","6.0","32746","11094","4.1","2.3","36713","28141","46.4","5.8","47500","7839","39.6","5.7","46742","6158","6.7","3.1","57241","33084","32.8","(X)","(X)","(X)","36.1","(X)","(X)","(X)","20.9","(X)","(X)","(X)",
"0500000US48041","Brazos County, Texas","78272","2085","41559","2142","76.9","2.0","47651","5427","10.4","1.2","27478","8038","N","N","-","**","6.4","0.7","30802","22027","N","N","-","**","N","N","35651","15573","N","N","35456","24643","19.6","1.5","32487","5420","61.2","1.8","53113","4961","20.1","1.7","17438","4466","38.0","1.8","47938","5854","26.7","1.8","77954","12327","15.3","1.1","38039","7047","45717","2243","66259","6267","48.8","3.2","61451","13936","51.2","3.2","71126","9066","70.4","4.5","89569","5997","21.7","4.0","29606","6321","7.9","2.4","38821","12699","32555","2609","24498","2223","51.7","3.9","26954","4210","32.3","4.4","24876","5562","19.4","3.7","29486","7928","48.3","3.9","21032","3665","26.3","4.2","18768","4089","22.0","3.1","25563","6831","36.0","(X)","(X)","(X)","36.5","(X)","(X)","(X)","31.6","(X)","(X)","(X)",
"0500000US48061","Cameron County, Texas","120499","2424","37061","2142","94.6","0.8","36977","2286","N","N","73510","31818","N","N","-","**","N","N","100271","34752","N","N","-","**","3.7","0.7","32635","10466","N","N","36585","36497","83.8","0.9","34006","3344","15.1","0.9","51539","3306","3.2","1.0","26698","19645","32.7","1.7","40203","4412","38.0","1.7","42682","4547","26.1","1.4","25143","3501","93840","2985","41361","1834","50.3","2.3","33332","5074","49.7","2.3","50088","4219","67.4","2.5","51494","2801","25.5","2.2","23627","2101","7.0","1.3","37566","9713","26659","2124","19100","3639","57.3","4.7","16046","2511","51.7","4.5","14514","1931","5.6","2.4","51136","17953","42.7","4.7","22477","7586","34.8","4.3","17473","6988","7.9","2.9","52974","9703","38.8","(X)","(X)","(X)","39.9","(X)","(X)","(X)","33.2","(X)","(X)","(X)",
"0500000US48085","Collin County, Texas","334794","2415","89638","2679","72.8","0.7","91683","2936","9.8","0.6","65014","8281","N","N","76270","47168","12.3","0.5","115844","9084","N","N","72388","8208","2.0","0.5","61093","16442","2.6","0.5","67855","10223","11.4","0.6","58372","5403","64.2","0.8","97291","3961","3.0","0.4","43681","10402","39.8","0.8","89357","3563","40.9","0.7","111501","6178","16.2","0.5","57224","3473","249659","3802","106612","3452","53.0","1.4","106431","5123","47.0","1.4","106797","4413","81.8","1.4","118935","3553","13.2","1.1","53210","6103","5.0","0.8","67543","14294","85135","3740","50675","2957","53.5","2.7","44584","4221","47.7","2.8","42472","3910","5.8","1.2","65588","11032","46.5","2.7","60648","5098","37.2","2.9","55822","8149","9.4","1.6","72279","8451","33.0","(X)","(X)","(X)","34.5","(X)","(X)","(X)","27.3","(X)","(X)","(X)",
"0500000US48091","Comal County, Texas","48604","1422","77425","4726","92.4","1.4","77312","4910","N","N","98978","88451","N","N","-","**","N","N","N","N","N","N","-","**","N","N","N","N","N","N","83318","19325","19.6","1.4","60933","11684","76.5","1.7","80749","4296","2.2","1.1","56332","20096","26.4","1.8","80987","9348","40.7","2.2","81981","12294","30.6","1.6","67973","11863","37528","1351","86152","7320","N","N","85000","7881","N","N","88449","15443","N","N","99708","5747","N","N","41023","14518","N","N","27171","18762","11076","1336","41233","7286","58.7","6.9","39931","7378","51.3","6.3","38666","4319","7.5","3.8","77514","30304","41.3","6.9","45348","15727","33.5","6.7","33476","26603","7.7","3.8","62897","8783","22.1","(X)","(X)","(X)","20.0","(X)","(X)","(X)","28.9","(X)","(X)","(X)",
"0500000US48099","Coryell County, Texas","22682","1216","51125","3069","80.9","3.3","51802","4296","N","N","54453","6426","N","N","-","**","N","N","37967","18503","N","N","100565","92149","N","N","38676","35965","N","N","33431","13532","N","N","42513","15583","69.1","3.0","52356","5124","6.4","2.8","36973","15435","43.0","3.0","51739","3306","30.3","2.8","63555","11347","20.3","2.4","37857","14189","16992","1350","55427","4857","N","N","51136","5435","N","N","61267","7352","N","N","61010","5343","N","N","41371","9740","N","N","36029","31842","5690","1024","36250","6625","41.9","8.7","31542","9796","38.3","8.4","30356","8365","3.7","3.1","92826","43754","58.1","8.7","37763","10238","38.9","9.3","26517","11002","19.2","8.7","60099","35729","21.7","(X)","(X)","(X)","22.2","(X)","(X)","(X)","20.3","(X)","(X)","(X)",
"0500000US48113","Dallas County, Texas","924789","5111","54399","1091","62.2","0.6","60541","1150","24.4","0.5","41347","1225","N","N","49317","10529","5.9","0.2","72915","7663","N","N","76058","34209","4.7","0.4","46146","3427","2.4","0.2","63416","6844","29.5","0.4","45177","1578","38.3","0.5","76120","2110","4.8","0.4","35651","3175","40.7","0.5","55344","1608","36.8","0.5","62499","1970","17.6","0.3","44344","2265","599364","8205","61662","1387","48.2","1.0","49706","1976","51.8","1.0","72535","2116","66.2","0.9","78635","1950","24.5","0.9","34995","1830","9.3","0.8","43590","4609","325425","7388","41079","846","50.2","1.2","36673","2033","42.9","1.1","32205","1976","7.3","0.8","69525","7808","49.8","1.2","45751","1990","37.9","1.3","37904","2698","11.9","0.9","75031","4658","37.2","(X)","(X)","(X)","39.0","(X)","(X)","(X)","32.2","(X)","(X)","(X)",
"0500000US48121","Denton County, Texas","281964","2810","80613","2154","76.7","0.8","84373","3947","10.0","0.7","58503","4959","N","N","N","N","7.2","0.5","96805","12070","N","N","61932","54211","2.8","0.5","51870","3766","2.7","0.5","59444","38875","14.4","0.6","57065","10010","65.5","0.8","90310","4190","4.3","0.5","28442","5544","41.8","1.0","82477","4764","38.9","1.0","101306","3220","15.0","0.6","57583","3593","197137","3895","101474","2237","51.7","1.5","103729","5797","48.3","1.5","99698","3102","80.4","1.7","116018","4808","14.4","1.5","50161","3779","5.2","0.9","64581","12498","84827","3497","43886","3399","51.2","2.5","41001","2188","40.9","3.0","36414","4385","10.2","1.8","60177","11371","48.8","2.5","49383","4863","36.4","3.0","41905","2881","12.5","1.8","78016","4588","35.3","(X)","(X)","(X)","34.6","(X)","(X)","(X)","35.8","(X)","(X)","(X)",
"0500000US48135","Ector County, Texas","51012","1394","53254","5866","85.4","2.7","56180","7886","N","N","22649","15171","N","N","14993","5808","N","N","90747","16827","N","N","-","**","N","N","49966","6080","N","N","N","N","50.0","2.8","51178","7588","42.4","2.6","59152","7190","4.7","1.5","31443","2362","43.5","2.9","54224","12475","32.8","2.7","68946","9126","19.0","1.5","43801","9200","33158","2146","69569","6744","N","N","68938","12743","N","N","70372","10562","N","N","83282","7693","N","N","34461","6083","N","N","71149","18500","17854","2181","30604","3861","42.8","6.3","29211","6462","35.6","5.9","23411","5792","7.1","3.3","75481","39109","57.2","6.3","31315","10148","51.7","6.7","30326","9303","5.6","2.8","57895","27970","28.0","(X)","(X)","(X)","30.2","(X)","(X)","(X)","24.0","(X)","(X)","(X)",
"0500000US48139","Ellis County, Texas","55586","1060","70210","4248","85.4","1.6","72474","4288","N","N","60344","15577","N","N","47694","45858","N","N","176804","99095","N","N","-","**","N","N","83693","42282","N","N","52566","14794","19.9","1.5","62223","5208","68.1","1.7","76798","3289","2.7","1.1","30799","32882","33.1","1.9","70285","10075","41.7","1.9","81227","6718","22.5","1.8","48227","9056","43853","1942","77278","3327","43.4","3.0","71619","3502","56.6","3.0","84264","5989","78.3","3.7","86855","4312","17.5","3.3","39453","8707","4.3","1.6","62332","26865","11733","1652","39768","4923","55.6","6.2","36979","8918","48.9","6.4","33160","8460","6.7","2.9","77242","36053","44.4","6.2","42053","9889","35.6","5.4","38454","7217","8.8","3.6","126089","54277","24.9","(X)","(X)","(X)","24.9","(X)","(X)","(X)","23.4","(X)","(X)","(X)",
"0500000US48141","El Paso County, Texas","267376","3238","42165","1643","81.0","1.2","42101","1720","4.5","0.5","42280","8570","N","N","35029","11267","1.4","0.3","50953","4840","N","N","-","**","10.2","0.9","35311","4615","2.2","0.7","53839","5635","76.9","0.8","38545","1594","16.5","0.7","57879","4223","4.5","0.5","23922","7230","36.7","1.2","46072","3466","37.9","1.2","50002","2936","20.9","0.8","30663","3711","195019","4369","47298","1676","47.5","1.7","42427","2474","52.5","1.7","51038","2071","65.2","1.7","58150","2572","27.1","1.7","29385","2340","7.8","1.2","45297","7350","72357","3662","27490","2143","52.1","2.8","22630","3630","45.6","3.1","19184","2568","6.4","2.0","55428","6553","47.9","2.8","31732","2796","41.9","3.1","29079","3601","6.1","1.6","59151","22579","31.7","(X)","(X)","(X)","34.4","(X)","(X)","(X)","22.8","(X)","(X)","(X)",
"0500000US48157","Fort Bend County, Texas","230121","3206","90680","2488","55.2","1.4","91665","6026","20.6","1.0","75075","5399","N","N","N","N","17.5","0.8","120222","7836","N","N","-","**","4.5","0.9","61226","21925","N","N","101948","38747","20.3","0.8","67927","10584","40.2","1.0","107962","6488","1.7","0.5","45008","11644","37.1","1.2","96138","8305","44.2","1.1","100732","5698","17.1","0.9","58072","9057","189182","3850","100619","3005","52.4","1.9","109603","8173","47.6","1.9","94777","6081","78.8","2.0","117884","4983","15.1","1.6","50356","6200","6.1","1.2","64152","15503","40939","3323","51403","5702","53.3","4.5","45832","5913","47.5","4.6","41570","7665","5.8","2.5","70991","19613","46.7","4.5","62739","8003","33.7","4.5","54880","14885","13.0","3.2","95059","26804","32.7","(X)","(X)","(X)","33.8","(X)","(X)","(X)","24.9","(X)","(X)","(X)",
"0500000US48167","Galveston County, Texas","120938","2296","64939","5174","80.7","1.7","70081","5983","12.7","1.2","41232","8188","N","N","N","N","N","N","95625","24516","N","N","-","**","N","N","42079","27740","N","N","37331","15435","19.2","1.2","43612","7053","64.0","1.5","78840","6435","2.6","0.7","26047","6260","34.6","1.2","72782","8138","39.2","1.3","95068","10319","23.7","1.0","40564","4006","85288","2980","84453","5784","45.0","2.0","76125","12537","55.0","2.0","90482","9750","72.9","2.5","106740","5917","19.6","2.2","32784","4254","7.5","2.2","59709","19049","35650","3119","35042","2878","50.1","3.7","28733","2589","46.2","3.5","27360","2318","3.9","1.6","57763","19868","49.9","3.7","42581","6899","40.6","4.0","37449","8594","9.3","2.7","106986","42792","37.1","(X)","(X)","(X)","37.6","(X)","(X)","(X)","34.1","(X)","(X)","(X)",
"0500000US48181","Grayson County, Texas","47135","1543","52095","2229","90.2","2.1","52742","2511","N","N","30060","5149","N","N","75280","56929","N","N","N","N","N","N","-","**","N","N","63287","26434","N","N","57306","11629","N","N","43669","8249","83.9","2.1","53991","3287","2.4","1.2","56341","31436","31.4","2.3","60443","9454","37.6","2.8","60564","7198","28.6","1.8","41197","4118","31836","1726","63526","5179","N","N","52124","11542","N","N","69417","6065","N","N","74059","7130","N","N","32414","7206","N","N","42945","8972","15299","1590","30481","5669","48.4","5.9","23731","5752","44.0","5.9","22480","4729","4.5","2.5","47581","39080","51.6","5.9","37062","6303","46.0","5.8","35058","9761","5.5","2.9","67619","11386","45.3","(X)","(X)","(X)","44.0","(X)","(X)","(X)","46.0","(X)","(X)","(X)",
"0500000US48183","Gregg County, Texas","45231","1442","44219","3348","75.6","1.9","47113","2810","21.4","1.7","30215","7134","N","N","25643","24826","N","N","31796","19307","N","N","-","**","N","N","48159","6156","N","N","48161","9494","12.4","1.3","41132","6976","63.8","2.1","51043","4326","5.3","1.7","17637","4856","33.6","2.8","48034","6461","36.7","2.6","48163","5494","24.3","2.3","38075","5151","30937","1834","49376","4007","45.2","4.0","45629","4512","54.8","4.0","54226","12859","70.4","4.2","65197","9405","23.0","4.0","24398","4965","6.6","2.2","36920","10326","14294","1529","28728","3532","50.5","6.0","29083","8117","43.8","6.2","28174","6385","6.7","2.7","48681","28831","49.5","6.0","27683","6184","41.5","6.4","26545","5964","8.0","4.1","31979","25519","27.3","(X)","(X)","(X)","25.2","(X)","(X)","(X)","29.2","(X)","(X)","(X)",
"0500000US48187","Guadalupe County, Texas","51935","1257","68157","3856","74.6","2.5","73868","3590","N","N","83646","14019","N","N","-","**","N","N","80128","25577","N","N","-","**","16.9","2.6","46816","6919","N","N","101627","32585","31.3","2.4","51409","4870","60.2","2.3","76053","5630","2.2","1.0","30083","26168","35.0","2.6","66635","5085","39.9","2.3","80609","6357","22.8","1.5","52205","3420","38107","1913","74752","4956","N","N","72212","6756","N","N","79455","8867","N","N","84311","7103","N","N","53354","13599","N","N","46845","28883","13828","1527","47162","6213","48.7","6.5","40874","7816","41.4","6.2","36950","11657","7.2","3.2","59614","37214","51.3","6.5","50954","5502","43.3","6.6","52117","5008","8.0","3.4","46148","6778","25.3","(X)","(X)","(X)","25.8","(X)","(X)","(X)","23.0","(X)","(X)","(X)",
"0500000US48201","Harris County, Texas","1606399","7964","56377","770","63.6","0.5","63074","1279","20.6","0.4","42697","1710","0.3","0.1","43816","12518","6.6","0.2","72851","4349","N","N","33028","23922","7.1","0.4","41811","2064","1.8","0.2","51821","4641","34.2","0.4","44707","1371","37.3","0.3","82151","1345","4.6","0.3","30623","2549","41.3","0.4","56507","1088","37.5","0.4","68009","1991","16.6","0.3","44202","1445","1089631","12427","64727","1252","49.2","0.8","55707","1567","50.8","0.8","72522","1894","68.3","0.9","83346","1821","22.8","0.7","32449","1377","8.9","0.6","44953","2848","516768","11511","40763","776","48.6","1.1","35382","1506","41.6","1.1","32088","1178","7.0","0.7","58055","7941","51.4","1.1","45276","2502","40.8","1.2","40594","1366","10.6","0.8","70548","4412","35.6","(X)","(X)","(X)","37.7","(X)","(X)","(X)","29.6","(X)","(X)","(X)",
"0500000US48203","Harrison County, Texas","23742","1173","46548","6437","73.4","2.5","54202","6465","24.8","2.4","30173","8067","N","N","-","**","N","N","-","**","N","N","-","**","N","N","N","N","N","N","-","**","N","N","34529","33666","66.8","2.5","55620","7858","2.6","1.7","26754","14628","33.4","3.5","48137","11742","39.0","3.9","55318","8404","25.0","2.9","40255","11906","18195","1272","51997","6091","N","N","50051","9696","N","N","55650","8001","N","N","61716","3780","N","N","25179","7271","N","N","41081","21526","5547","1070","27069","4446","49.6","10.2","26479","6950","44.6","9.8","25647","3933","5.0","4.9","90363","34623","50.4","10.2","27440","5313","43.0","10.4","28605","5987","7.3","5.7","25526","20379","36.7","(X)","(X)","(X)","36.1","(X)","(X)","(X)","37.9","(X)","(X)","(X)",
"0500000US48209","Hays County, Texas","71267","1408","64658","3596","91.4","1.9","66403","4813","N","N","34534","5692","N","N","25393","21893","N","N","95373","37289","N","N","-","**","N","N","N","N","N","N","22307","10763","30.3","2.2","56579","4920","62.6","2.3","71493","4539","13.6","2.0","24907","5613","34.8","1.9","70486","6741","33.6","1.9","83419","8384","18.0","1.3","61380","5436","47619","1986","77488","6827","N","N","75583","10655","N","N","79643","11732","N","N","90972","4698","N","N","45722","12189","N","N","49046","11024","23648","2074","36610","4663","45.8","5.2","31742","12119","29.7","5.7","22674","11424","16.1","4.2","44526","10086","54.2","5.2","41788","13058","37.3","6.5","34587","6821","16.9","4.7","63088","15271","38.5","(X)","(X)","(X)","37.5","(X)","(X)","(X)","37.8","(X)","(X)","(X)",
